Individual,Trial,Predator,Circle,Initial,Total,Treatment,ColourDifference ,Brightness,Scale Time,Pattern Scale,Avg time,EscapeResponse,ColourDiffPercent,ColourDiff,Brightness.DifferencePercent,Brightness.Difference,Length,Size
182,4,N,Y,10,11,NY,0.078831655,13155.93267,2,4,10.5,SLOW,7.8831655,0.078831655,20.1530831,0.201530831,145,14.5
182,5,B,Y,1,3,BY,0.078831655,13155.93267,1,4,2,FAST,7.8831655,0.078831655,20.1530831,0.201530831,145,14.5
182,6,F,Y,3,17,FY,0.078831655,13155.93267,2,4,10,SLOW,7.8831655,0.078831655,20.1530831,0.201530831,145,14.5
183,1,N,B,1,2,NB,0.228714376,2198.049,1,4,1.5,FAST,22.8714376,0.228714376,3.3671094,0.033671094,137,13.7
183,2,B,B,2,3,BB,0.228714376,2198.049,1,4,2.5,FAST,22.8714376,0.228714376,3.3671094,0.033671094,137,13.7
183,3,F,B,2,4,FB,0.228714376,2198.049,1,4,3,FAST,22.8714376,0.228714376,3.3671094,0.033671094,137,13.7
183,4,N,Y,6,8,NY,0.019476647,12207.29467,1,4,7,SLOW,1.9476647,0.019476647,18.6998999,0.186998999,137,13.7
183,5,B,Y,2,4,BY,0.019476647,12207.29467,1,4,3,FAST,1.9476647,0.019476647,18.6998999,0.186998999,137,13.7
183,6,F,Y,2,14,FY,0.019476647,12207.29467,1,4,8,SLOW,1.9476647,0.019476647,18.6998999,0.186998999,137,13.7
184,1,N,B,2,3,NB,0.249684881,647.708,1,1,2.5,FAST,24.9684881,0.249684881,0.9921998,0.009921998,122,12.2
184,2,B,B,3,11,BB,0.249684881,647.708,1,1,7,SLOW,24.9684881,0.249684881,0.9921998,0.009921998,122,12.2
184,3,F,B,2,4,FB,0.249684881,647.708,1,1,3,FAST,24.9684881,0.249684881,0.9921998,0.009921998,122,12.2
184,4,N,Y,1,2,NY,0.029271562,9542.384667,1,1,1.5,FAST,2.9271562,0.029271562,14.6176236,0.146176236,122,12.2
184,5,B,Y,3,4,BY,0.029271562,9542.384667,1,1,3.5,FAST,2.9271562,0.029271562,14.6176236,0.146176236,122,12.2
184,6,F,Y,3,5,FY,0.029271562,9542.384667,1,1,4,FAST,2.9271562,0.029271562,14.6176236,0.146176236,122,12.2
185,1,N,B,2,4,NB,0.203300971,606.5993333,1,2,3,FAST,20.3300971,0.203300971,0.9292269,0.009292269,170,17
185,2,B,B,2,3,BB,0.203300971,606.5993333,1,2,2.5,FAST,20.3300971,0.203300971,0.9292269,0.009292269,170,17
185,3,F,B,10,11,FB,0.203300971,606.5993333,2,2,10.5,SLOW,20.3300971,0.203300971,0.9292269,0.009292269,170,17
185,4,N,Y,17,19,NY,0.069688709,10441.80433,2,2,18,SLOW,6.9688709,0.069688709,15.995411,0.15995411,170,17
185,5,B,Y,2,3,BY,0.069688709,10441.80433,1,2,2.5,FAST,6.9688709,0.069688709,15.995411,0.15995411,170,17
185,6,F,Y,19,20,FY,0.069688709,10441.80433,2,2,19.5,SLOW,6.9688709,0.069688709,15.995411,0.15995411,170,17
186,1,N,B,2,9,NB,0.094484405,865.9433333,1,4,5.5,SLOW,9.4484405,0.094484405,1.3265063,0.013265063,142,14.2
186,2,B,B,3,4,BB,0.094484405,865.9433333,1,4,3.5,FAST,9.4484405,0.094484405,1.3265063,0.013265063,142,14.2
186,3,F,B,1,2,FB,0.094484405,865.9433333,1,4,1.5,FAST,9.4484405,0.094484405,1.3265063,0.013265063,142,14.2
186,4,N,Y,1,3,NY,0.167890588,10147.32867,1,4,2,FAST,16.7890588,0.167890588,15.5443147,0.155443147,142,14.2
186,5,B,Y,2,3,BY,0.167890588,10147.32867,1,4,2.5,FAST,16.7890588,0.167890588,15.5443147,0.155443147,142,14.2
186,6,F,Y,1,3,FY,0.167890588,10147.32867,1,4,2,FAST,16.7890588,0.167890588,15.5443147,0.155443147,142,14.2
187,1,N,B,2,4,NB,0.208597803,1873.977667,1,2,3,FAST,20.8597803,0.208597803,2.8706766,0.028706766,143,14.3
187,2,B,B,2,11,BB,0.208597803,1873.977667,1,2,6.5,SLOW,20.8597803,0.208597803,2.8706766,0.028706766,143,14.3
187,3,F,B,1,2,FB,0.208597803,1873.977667,1,2,1.5,FAST,20.8597803,0.208597803,2.8706766,0.028706766,143,14.3
187,4,N,Y,1,2,NY,0.021008653,9322.388333,1,2,1.5,FAST,2.1008653,0.021008653,14.2806194,0.142806194,143,14.3
187,5,B,Y,2,3,BY,0.021008653,9322.388333,1,2,2.5,FAST,2.1008653,0.021008653,14.2806194,0.142806194,143,14.3
187,6,F,Y,2,11,FY,0.021008653,9322.388333,1,2,6.5,SLOW,2.1008653,0.021008653,14.2806194,0.142806194,143,14.3
188,1,N,B,4,5,NB,0.128998376,3843.623,1,3,4.5,FAST,12.8998376,0.128998376,5.8879029,0.058879029,116,11.6
188,2,B,B,1,2,BB,0.128998376,3843.623,1,3,1.5,FAST,12.8998376,0.128998376,5.8879029,0.058879029,116,11.6
188,3,F,B,2,7,FB,0.128998376,3843.623,1,3,4.5,FAST,12.8998376,0.128998376,5.8879029,0.058879029,116,11.6
188,4,N,Y,4,6,NY,0.082535375,3967.411,1,3,5,SLOW,8.2535375,0.082535375,6.0775291,0.060775291,116,11.6
188,5,B,Y,2,4,BY,0.082535375,3967.411,1,3,3,FAST,8.2535375,0.082535375,6.0775291,0.060775291,116,11.6
188,6,F,Y,22,24,FY,0.082535375,3967.411,2,3,23,SLOW,8.2535375,0.082535375,6.0775291,0.060775291,116,11.6
189,1,N,B,4,7,NB,0.105364107,3961.013333,1,1,5.5,SLOW,10.5364107,0.105364107,6.0677288,0.060677288,96,9.6
189,2,B,B,3,21,BB,0.105364107,3961.013333,2,1,12,SLOW,10.5364107,0.105364107,6.0677288,0.060677288,96,9.6
189,3,F,B,2,5,FB,0.105364107,3961.013333,1,1,3.5,FAST,10.5364107,0.105364107,6.0677288,0.060677288,96,9.6
189,4,N,Y,2,5,NY,0.107479697,3474.913333,1,1,3.5,FAST,10.7479697,0.107479697,5.3230903,0.053230903,96,9.6
189,5,B,Y,3,4,BY,0.107479697,3474.913333,1,1,3.5,FAST,10.7479697,0.107479697,5.3230903,0.053230903,96,9.6
189,6,F,Y,2,3,FY,0.107479697,3474.913333,1,1,2.5,FAST,10.7479697,0.107479697,5.3230903,0.053230903,96,9.6
190,1,N,B,5,14,NB,0.180237614,5350.044333,1,3,9.5,SLOW,18.0237614,0.180237614,8.1955336,0.081955336,111,11.1
190,2,B,B,2,4,BB,0.180237614,5350.044333,1,3,3,FAST,18.0237614,0.180237614,8.1955336,0.081955336,111,11.1
190,3,F,B,1,2,FB,0.180237614,5350.044333,1,3,1.5,FAST,18.0237614,0.180237614,8.1955336,0.081955336,111,11.1
190,4,N,Y,9,13,NY,0.020141774,2810.896333,2,3,11,SLOW,2.0141774,0.020141774,4.3059074,0.043059074,111,11.1
190,5,B,Y,2,5,BY,0.020141774,2810.896333,1,3,3.5,FAST,2.0141774,0.020141774,4.3059074,0.043059074,111,11.1
190,6,F,Y,1,2,FY,0.020141774,2810.896333,1,3,1.5,FAST,2.0141774,0.020141774,4.3059074,0.043059074,111,11.1
191,1,N,B,6,16,NB,0.099935956,1959.426667,2,2,11,SLOW,9.9935956,0.099935956,3.0015727,0.030015727,153,15.3
191,2,B,B,1,3,BB,0.099935956,1959.426667,1,2,2,FAST,9.9935956,0.099935956,3.0015727,0.030015727,153,15.3
191,3,F,B,2,3,FB,0.099935956,1959.426667,1,2,2.5,FAST,9.9935956,0.099935956,3.0015727,0.030015727,153,15.3
191,4,N,Y,22,29,NY,0.113733871,8748.272667,2,2,25.5,SLOW,11.3733871,0.113733871,13.401153,0.13401153,153,15.3
191,5,B,Y,3,6,BY,0.113733871,8748.272667,1,2,4.5,FAST,11.3733871,0.113733871,13.401153,0.13401153,153,15.3
191,6,F,Y,8,9,FY,0.113733871,8748.272667,1,2,8.5,SLOW,11.3733871,0.113733871,13.401153,0.13401153,153,15.3
192,1,N,B,5,12,NB,0.132473492,6017.216333,1,5,8.5,SLOW,13.2473492,0.132473492,9.2175495,0.092175495,129,12.9
192,2,B,B,3,21,BB,0.132473492,6017.216333,2,5,12,SLOW,13.2473492,0.132473492,9.2175495,0.092175495,129,12.9
192,3,F,B,3,36,FB,0.132473492,6017.216333,2,5,19.5,SLOW,13.2473492,0.132473492,9.2175495,0.092175495,129,12.9
192,4,N,Y,4,8,NY,0.069751854,658.582,1,5,6,SLOW,6.9751854,0.069751854,1.0088572,0.010088572,129,12.9
192,5,B,Y,3,10,BY,0.069751854,658.582,1,5,6.5,SLOW,6.9751854,0.069751854,1.0088572,0.010088572,129,12.9
192,6,F,Y,7,10,FY,0.069751854,658.582,1,5,8.5,SLOW,6.9751854,0.069751854,1.0088572,0.010088572,129,12.9
193,1,N,B,4,8,NB,0.10179958,9449.232667,1,3,6,SLOW,10.179958,0.10179958,14.4749275,0.144749275,99,9.9
193,2,B,B,3,30,BB,0.10179958,9449.232667,2,3,16.5,SLOW,10.179958,0.10179958,14.4749275,0.144749275,99,9.9
193,3,F,B,10,17,FB,0.10179958,9449.232667,2,3,13.5,SLOW,10.179958,0.10179958,14.4749275,0.144749275,99,9.9
193,4,N,Y,2,15,NY,0.105639229,2248.704667,1,3,8.5,SLOW,10.5639229,0.105639229,3.4447069,0.034447069,99,9.9
193,5,B,Y,3,4,BY,0.105639229,2248.704667,1,3,3.5,FAST,10.5639229,0.105639229,3.4447069,0.034447069,99,9.9
193,6,F,Y,2,22,FY,0.105639229,2248.704667,2,3,12,SLOW,10.5639229,0.105639229,3.4447069,0.034447069,99,9.9
194,1,N,B,1,2,NB,0.080510867,1371.998,1,4,1.5,FAST,8.0510867,0.080510867,2.1017126,0.021017126,134,13.4
194,2,B,B,2,3,BB,0.080510867,1371.998,1,4,2.5,FAST,8.0510867,0.080510867,2.1017126,0.021017126,134,13.4
194,3,F,B,1,2,FB,0.080510867,1371.998,1,4,1.5,FAST,8.0510867,0.080510867,2.1017126,0.021017126,134,13.4
194,4,N,Y,19,23,NY,0.123714357,9137.338,2,4,21,SLOW,12.3714357,0.123714357,13.9971477,0.139971477,134,13.4
194,5,B,Y,2,3,BY,0.123714357,9137.338,1,4,2.5,FAST,12.3714357,0.123714357,13.9971477,0.139971477,134,13.4
194,6,F,Y,2,3,FY,0.123714357,9137.338,1,4,2.5,FAST,12.3714357,0.123714357,13.9971477,0.139971477,134,13.4
195,1,N,B,2,4,NB,0.064796027,2336.281,1,4,3,FAST,6.4796027,0.064796027,3.5788618,0.035788618,118,11.8
195,2,B,B,2,7,BB,0.064796027,2336.281,1,4,4.5,FAST,6.4796027,0.064796027,3.5788618,0.035788618,118,11.8
195,3,F,B,3,5,FB,0.064796027,2336.281,1,4,4,FAST,6.4796027,0.064796027,3.5788618,0.035788618,118,11.8
195,4,N,Y,6,7,NY,0.13493672,9622.104667,1,4,6.5,SLOW,13.493672,0.13493672,14.7397437,0.147397437,118,11.8
195,5,B,Y,1,3,BY,0.13493672,9622.104667,1,4,2,FAST,13.493672,0.13493672,14.7397437,0.147397437,118,11.8
195,6,F,Y,3,5,FY,0.13493672,9622.104667,1,4,4,FAST,13.493672,0.13493672,14.7397437,0.147397437,118,11.8
196,1,N,B,1,2,NB,0.0781836,13724.499,1,3,1.5,FAST,7.81836,0.0781836,21.0240487,0.210240487,178,17.8
196,2,B,B,2,3,BB,0.0781836,13724.499,1,3,2.5,FAST,7.81836,0.0781836,21.0240487,0.210240487,178,17.8
196,3,F,B,2,5,FB,0.0781836,13724.499,1,3,3.5,FAST,7.81836,0.0781836,21.0240487,0.210240487,178,17.8
196,4,N,Y,5,6,NY,0.127786358,6486.726333,1,3,5.5,SLOW,12.7786358,0.127786358,9.9367744,0.099367744,178,17.8
196,5,B,Y,3,4,BY,0.127786358,6486.726333,1,3,3.5,FAST,12.7786358,0.127786358,9.9367744,0.099367744,178,17.8
196,6,F,Y,2,6,FY,0.127786358,6486.726333,1,3,4,FAST,12.7786358,0.127786358,9.9367744,0.099367744,178,17.8
197,1,N,B,8,29,NB,0.05019374,2644.930333,2,4,18.5,SLOW,5.019374,0.05019374,4.0516702,0.040516702,122,12.2
197,2,B,B,2,3,BB,0.05019374,2644.930333,1,4,2.5,FAST,5.019374,0.05019374,4.0516702,0.040516702,122,12.2
197,3,F,B,1,3,FB,0.05019374,2644.930333,1,4,2,FAST,5.019374,0.05019374,4.0516702,0.040516702,122,12.2
197,4,N,Y,1,2,NY,0.152514706,9411.025333,1,4,1.5,FAST,15.2514706,0.152514706,14.4163991,0.144163991,122,12.2
197,5,B,Y,1,2,BY,0.152514706,9411.025333,1,4,1.5,FAST,15.2514706,0.152514706,14.4163991,0.144163991,122,12.2
197,6,F,Y,1,4,FY,0.152514706,9411.025333,1,4,2.5,FAST,15.2514706,0.152514706,14.4163991,0.144163991,122,12.2
198,1,N,B,1,2,NB,0.02545227,3500.170333,1,4,1.5,FAST,2.545227,0.02545227,5.3617805,0.053617805,84,8.4
198,2,B,B,3,11,BB,0.02545227,3500.170333,1,4,7,SLOW,2.545227,0.02545227,5.3617805,0.053617805,84,8.4
198,3,F,B,1,2,FB,0.02545227,3500.170333,1,4,1.5,FAST,2.545227,0.02545227,5.3617805,0.053617805,84,8.4
198,4,N,Y,13,14,NY,0.16475153,10762.55033,2,4,13.5,SLOW,16.475153,0.16475153,16.4867499,0.164867499,84,8.4
198,5,B,Y,1,2,BY,0.16475153,10762.55033,1,4,1.5,FAST,16.475153,0.16475153,16.4867499,0.164867499,84,8.4
198,6,F,Y,1,2,FY,0.16475153,10762.55033,1,4,1.5,FAST,16.475153,0.16475153,16.4867499,0.164867499,84,8.4
199,1,N,B,3,7,NB,0.091508033,2710.431,1,4,5,SLOW,9.1508033,0.091508033,4.1520083,0.041520083,156,15.6
199,2,B,B,3,22,BB,0.091508033,2710.431,2,4,12.5,SLOW,9.1508033,0.091508033,4.1520083,0.041520083,156,15.6
199,3,F,B,3,9,FB,0.091508033,2710.431,1,4,6,SLOW,9.1508033,0.091508033,4.1520083,0.041520083,156,15.6
199,4,N,Y,12,14,NY,0.138764298,10335.207,2,4,13,SLOW,13.8764298,0.138764298,15.8321186,0.158321186,156,15.6
199,5,B,Y,2,3,BY,0.138764298,10335.207,1,4,2.5,FAST,13.8764298,0.138764298,15.8321186,0.158321186,156,15.6
199,6,F,Y,2,3,FY,0.138764298,10335.207,1,4,2.5,FAST,13.8764298,0.138764298,15.8321186,0.158321186,156,15.6
200,1,N,B,4,5,NB,0.145008868,2875.042667,1,4,4.5,FAST,14.5008868,0.145008868,4.4041708,0.044041708,129,12.9
200,2,B,B,2,6,BB,0.145008868,2875.042667,1,4,4,FAST,14.5008868,0.145008868,4.4041708,0.044041708,129,12.9
200,3,F,B,2,12,FB,0.145008868,2875.042667,1,4,7,SLOW,14.5008868,0.145008868,4.4041708,0.044041708,129,12.9
200,4,N,Y,4,7,NY,0.055904479,17742.59,1,4,5.5,SLOW,5.5904479,0.055904479,27.1792126,0.271792126,129,12.9
200,5,B,Y,5,8,BY,0.055904479,17742.59,1,4,6.5,SLOW,5.5904479,0.055904479,27.1792126,0.271792126,129,12.9
200,6,F,Y,7,9,FY,0.055904479,17742.59,1,4,8,SLOW,5.5904479,0.055904479,27.1792126,0.271792126,129,12.9
201,1,N,B,15,19,NB,0.131948243,871.2686667,2,2,17,SLOW,13.1948243,0.131948243,1.334664,0.01334664,121,12.1
201,2,B,B,4,7,BB,0.131948243,871.2686667,1,2,5.5,SLOW,13.1948243,0.131948243,1.334664,0.01334664,121,12.1
201,3,F,B,4,15,FB,0.131948243,871.2686667,1,2,9.5,SLOW,13.1948243,0.131948243,1.334664,0.01334664,121,12.1
201,4,N,Y,5,10,NY,0.074101194,13850.98633,1,2,7.5,SLOW,7.4101194,0.074101194,21.2178099,0.212178099,121,12.1
201,5,B,Y,4,8,BY,0.074101194,13850.98633,1,2,6,SLOW,7.4101194,0.074101194,21.2178099,0.212178099,121,12.1
201,6,F,Y,13,21,FY,0.074101194,13850.98633,2,2,17,SLOW,7.4101194,0.074101194,21.2178099,0.212178099,121,12.1
202,1,N,B,2,3,NB,0.143021873,2295.599667,1,2,2.5,FAST,14.3021873,0.143021873,3.5165436,0.035165436,274,27.4
202,2,B,B,3,4,BB,0.143021873,2295.599667,1,2,3.5,FAST,14.3021873,0.143021873,3.5165436,0.035165436,274,27.4
202,3,F,B,2,11,FB,0.143021873,2295.599667,1,2,6.5,SLOW,14.3021873,0.143021873,3.5165436,0.035165436,274,27.4
202,4,N,Y,5,7,NY,0.056810709,15737.15533,1,2,6,SLOW,5.6810709,0.056810709,24.107162,0.24107162,274,27.4
202,5,B,Y,2,11,BY,0.056810709,15737.15533,1,2,6.5,SLOW,5.6810709,0.056810709,24.107162,0.24107162,274,27.4
202,6,F,Y,7,9,FY,0.056810709,15737.15533,1,2,8,SLOW,5.6810709,0.056810709,24.107162,0.24107162,274,27.4
